project_id,company_name,company_tier,year,quarter,country,state,city,location_region,client_name,client_industry,sector,subsector,project_type,delivery_method,project_status,award_date,start_date,end_date,duration_months,contract_value_total,recognized_revenue_year,backlog_begin,backlog_end,total_cost,labor_cost_total,material_cost_total,equipment_cost_total,subcontractor_cost_total,overhead_cost_total,sgna_cost,contingency_cost,headcount_total,headcount_field,headcount_office,avg_hourly_rate_field,avg_hourly_rate_office,labor_hours_total,gross_margin,gross_margin_pct,ebitda,ebitda_margin_pct,operating_income,operating_margin_pct,num_competitors_bid,joint_venture_flag,company_share_in_jv_pct,currency
P0615,Jacobs Mission Critical,tier_1,2017,4,USA,VA,Ashburn,South,Regional School District,Public,Healthcare,Clinics,New Build,Lump Sum,Awarded,2017-10-21,2017-11-05,2018-05-04,6,12566194,5363045.62,6660076.67,7203148.38,9931026.82,2615796.54,4503721.92,270077.71,1426184.39,458214.99,516026.93,141004.34,125,95,30,40.95,40.11,63877,2635167.18,0.2097,2119140.25,0.1686,1936282.27,0.1541,7,0,1.0,USD
P0616,Mountain View FM,tier_2,2025,3,USA,TX,Dallas,South,LOCAL UNIVERSITY,Private,Healthcare,Hospitals,New Build,Design-Build,In Progress,2025-02-01,2025-03-02,2026-07-25,17,3212955,810443.55,1873772.28,2402511.45,3196261.28,1038745.03,1182862.75,181575.68,435902.0,99625.13,187448.91,70101.8,53,38,15,38.37,50.7,27071,16693.72,0.0052,-170755.19,-0.0531,-205483.37,-0.064,7,0,1.0,USD
P0617,Pacific Tech Contractors,tier_2,2022,2,USA,IL,Chicago,Midwest,U.S. General Services Administration,Public,Commercial,Hospitality,Maintenance,EPC,Awarded,2022-11-17,2022-12-17,2024-03-11,15,18851005,12725663.79,4610165.74,6125341.21,15503201.52,3790217.84,6009828.01,587398.04,3004086.02,1003700.2,699891.44,408079.98,18,13,5,40.97,58.55,92512,3347803.48,0.1776,2647912.04,0.1405,2498610.4,0.1325,3,0,1.0,USD
P0618,JACOBS mission critical,tier_1,2016,1,USA,GA,Atlanta,South,Kaiser Permanente,Private,Commercial,Retail,Retrofit,Lump Sum,In Progress,2016-10-23,2016-12-06,2017-08-03,8,36037534,25393389.07,9956298.48,10644144.93,33358572.5,7675734.34,15089124.87,2849433.81,3345515.24,2007450.1,1707658.38,683655.76,54,45,9,53.58,77.81,143257,2678961.5,0.0743,971303.12,0.027,572116.36,0.0159,2,1,0.83,USD
P0619,Precision Electrical Contrs,tier_2,2025,1,USA,IL,Chicago,Midwest,Regional School District,Public,Commercial,Hospitality,Maintenance,Cost-Plus,In Progress,2025-01-14,2025-03-26,2026-04-20,13,3593629,2520411.45,936758.48,1073217.55,3492432.84,1122834.77,1496350.83,124563.89,305191.83,238139.88,164547.37,40804.27,27,20,7,31.88,51.76,35220,101196.16,0.0282,-63351.21,-0.0176,-85077.27,-0.0237,6,0,1.0,USD
P0620,Southwest Mechanical LLC,tier_2,2024,4,USA,GA,Atlanta,South,LOCAL UNIVERSITY,Private,Healthcare,Clinics,Maintenance,EPC,Completed,2024-06-21,2024-07-26,2025-08-20,13,3660997,3660997.0,0.0,0.0,3023392.85,837013.17,1314465.3,256455.0,242433.39,185580.26,106428.92,81016.81,14,10,4,53.23,63.68,15724,637604.15,0.1742,531175.23,0.1451,492857.22,0.1346,6,0,1.0,USD
P0621,MasTec,tier_1,2017,1,USA,GA,Atlanta,South,Microsoft Data Center,Private,Infrastructure,Transportation,Retrofit,Lump Sum,Awarded,2017-05-15,2017-06-11,2018-01-07,7,75176753,46955712.33,20549471.82,28221040.67,70755750.76,23805997.21,24137193.46,5380612.91,10974231.83,2716378.1,2350389.39,1390947.84,75,59,16,55.9,51.47,425867,4421002.24,0.0588,2070612.84,0.0275,1533144.61,0.0204,7,1,0.77,USD
P0622,Jacobs Mission Critical.,tier_1,2024,3,USA,GA,Atlanta,South,Dominion Energy,Private,Commercial,Retail,New Build,Design-Build,Awarded,2024-02-20,2024-04-01,2024-11-27,8,76914100,42805412.13,23852032.07,34108687.87,69614174.55,22675901.31,26237039.58,4748607.78,5468761.18,5606403.72,2981104.03,1896356.96,20,12,8,51.31,71.93,441939,7299925.45,0.0949,4318821.42,0.0562,3696841.27,0.0481,1,0,1.0,USD
P0623,ATLANTIC FACILITY WORKS.,tier_2,2016,3,USA,NY,New York,Northeast,Municipal Client - Small,Private,Industrial,Warehouse,Design-Build,Design-Build,In Progress,2016-06-14,2016-06-29,2016-10-27,4,1612951,1085945.21,338332.96,527005.79,1502494.11,547620.26,443414.06,85063.41,213660.81,89489.97,84486.89,38758.72,38,25,13,37.72,69.98,14518,110456.89,0.0685,25970.0,0.0161,8330.89,0.0052,4,1,0.56,USD
P0624,NORTHEAST PLANT SERVICES.,tier_2,2025,1,USA,GA,Atlanta,South,Dominion Energy.,Private,Healthcare,Labs,Retrofit,Lump Sum,Awarded,2025-01-25,2025-04-12,2027-02-01,22,18176925,4576418.7,8576312.12,13600506.3,16985855.17,4249985.69,7612365.98,1091215.54,2232555.0,990804.49,376697.21,432231.26,50,39,11,49.87,68.4,85221,1191069.83,0.0655,814372.62,0.0448,629295.56,0.0346,7,0,1.0,USD
P0625,Northeast plant services,tier_2,2025,2,USA,NY,New York,Northeast,LOCAL UNIVERSITY,Private,Industrial,Manufacturing,Design-Build,Design-Build,In Progress,2025-10-09,2025-12-23,2026-10-19,10,8343226,2142338.67,3862398.1,6200887.33,6868015.01,1977408.14,2098673.62,520914.48,1414685.05,436166.91,356468.02,63698.8,66,47,19,39.07,64.72,50611,1475210.99,0.1768,1118742.97,0.1341,1029670.55,0.1234,3,1,0.79,USD
P0626,Comfort systems usa,tier_1,2023,2,USA,IL,Chicago,Midwest,Dominion Energy,Private,Commercial,Office,Design-Build,Lump Sum,Awarded,2023-08-02,2023-08-26,2025-11-13,27,15910439,10919031.9,4671298.07,4991407.1,13855157.13,3515684.05,5344830.15,1211151.26,1519939.78,1188364.25,701132.89,374054.75,107,67,40,34.34,75.2,102378,2055281.87,0.1292,1354148.98,0.0851,1177486.85,0.074,1,0,1.0,USD
P0627,Mt View FM,tier_2,2024,4,USA,VA,Ashburn,South,Commercial REIT Client,Private,Data Centers,Enterprise,Maintenance,Design-Build,Awarded,2024-11-28,2025-02-21,2026-02-16,12,2160878,1425961.91,697938.07,734916.09,1796252.16,502284.3,602419.5,154654.36,302897.29,86962.59,96134.26,50899.86,8,5,3,34.34,45.22,14626,364625.84,0.1687,268491.59,0.1243,237142.54,0.1097,5,0,1.0,USD
P0628,AECOM Bldg Svs,tier_1,2016,2,USA,NY,New York,Northeast,Texas - Department of Transportation,Public,Industrial,Manufacturing,Retrofit,Cost-Plus,Completed,2016-07-03,2016-08-02,2017-07-28,12,28086654,28086654.0,0.0,0.0,22217424.53,6707794.97,9258545.4,863197.64,3231653.72,1116663.93,644449.3,395119.58,23,17,6,41.47,47.89,161750,5869229.47,0.209,5224780.17,0.186,4868587.81,0.1733,3,0,1.0,USD
P0629,ABM technical solutions,tier_1,2022,1,USA,NY,New York,Northeast,Dominion Energy,Private,Infrastructure,Water/Wastewater,New Build,Cost-Plus,Completed,2022-10-08,2023-01-09,2024-03-04,14,57165711,57165711.0,0.0,0.0,48700972.46,18525467.69,17055306.53,1840641.51,4456468.81,3202386.3,2405615.0,1215086.62,111,76,35,43.61,41.34,424798,8464738.54,0.1481,6059123.54,0.106,5283167.72,0.0924,7,1,1.0,USD
P0630,IES Hldgs,tier_1,2021,4,USA,GA,Atlanta,South,Amazon Web Services,Private,Industrial,Warehouse,New Build,Lump Sum,Awarded,2021-08-08,2021-10-22,2022-11-16,13,94035964,56491768.69,23112818.83,37544195.31,81921780.49,24851393.24,29749683.85,5710311.74,8861197.29,7061115.84,4577172.9,1110905.62,107,67,40,35.19,60.51,706206,12114183.51,0.1288,7537010.61,0.0802,6821854.38,0.0725,2,0,1.0,USD
P0631,Mountain view fm,tier_2,2023,4,USA,VA,Ashburn,South,U.S. General Services Administration,Public,Commercial,Retail,Maintenance,Lump Sum,Completed,2023-05-28,2023-08-30,2024-05-26,9,3047884,3047884.0,0.0,0.0,2928565.33,973908.19,1201128.49,184835.44,221126.83,193663.18,84324.49,69578.71,6,3,3,39.09,55.61,24914,119318.67,0.0391,34994.17,0.0115,4483.18,0.0015,5,1,0.57,USD
P0632,Southwest mechanical,tier_2,2024,2,USA,IL,Chicago,Midwest,City of CHICAGO / Water,Public,Industrial,Process,New Build,Design-Build,In Progress,2024-09-14,2024-10-13,2025-06-10,8,11688491,9423286.24,1839147.79,2265204.76,8247590.21,2357676.67,3008776.32,310434.35,1323648.79,507203.21,522089.58,217761.3,61,44,17,45.42,46.4,51908,3440900.79,0.2944,2918811.21,0.2497,2836154.04,0.2426,3,1,0.78,USD
P0633,HEARTLAND BUILDING SERVICES.,tier_2,2018,3,USA,NY,New York,Northeast,US GSA,Public,Commercial,Hospitality,Design-Build,Design-Build,Completed,2018-07-11,2018-09-18,2021-04-05,31,18045523,18045523.0,0.0,0.0,18384494.85,5221180.29,7262677.4,708313.18,3173578.06,564201.73,1007422.48,447121.71,50,40,10,48.83,58.59,106925,-338971.85,-0.0188,-1346394.33,-0.0746,-1455195.19,-0.0806,7,1,0.8,USD
P0634,COASTAL ENERGY SYSTEMS.,tier_2,2020,2,USA,IL,Chicago,Midwest,US General Services Administration,Public,Infrastructure,Water/Wastewater,Expansion,Design-Build,Completed,2020-05-07,2020-07-18,2022-08-07,25,2155189,2155189.0,0.0,0.0,1984033.26,753639.81,667837.67,135535.04,161152.58,172128.17,63445.86,30294.14,68,49,19,52.02,66.11,14487,171155.74,0.0794,107709.88,0.05,80531.1,0.0374,6,1,0.56,USD
P0635,Atlantic Facility Works,tier_2,2024,3,USA,VA,Ashburn,South,Midwest Manufacturing Co.,Private,Healthcare,Labs,Design-Build,Cost-Plus,Awarded,2024-06-29,2024-08-06,2026-03-29,20,6665841,2554561.18,2805782.92,4111279.82,6307600.64,2052026.32,2138759.98,271062.56,1129754.86,270995.29,291423.27,153578.35,17,11,6,51.65,52.75,39729,358240.36,0.0537,66817.09,0.01,14793.22,0.0022,5,0,1.0,USD
P0636,AECOM Building Services,tier_1,2023,3,USA,GA,Atlanta,South,U.S. G.S.A.,Public,Commercial,Office,Maintenance,Design-Build,Completed,2023-10-26,2023-12-29,2025-03-23,15,16735754,16735754.0,0.0,0.0,14422216.41,3999802.6,5701601.99,1133866.23,2212480.39,717740.1,454864.53,201860.58,73,43,30,49.64,56.24,80576,2313537.59,0.1382,1858673.07,0.1111,1722091.77,0.1029,2,1,0.53,USD
P0637,"Atlantic Facility Works, Inc.",tier_2,2016,3,USA,VA,Ashburn,South,City of CHICAGO / Water,Public,Healthcare,Labs,New Build,Lump Sum,In Progress,2016-09-19,2016-11-08,2018-03-03,16,9745743,6930202.0,2186833.33,2815541.0,7911173.71,3321084.97,2237575.56,515339.6,846694.01,587817.03,352559.16,50103.39,42,33,9,57.75,43.94,57507,1834569.29,0.1882,1482010.13,0.1521,1345414.95,0.1381,2,0,1.0,USD
P0638,Atlantic Facility Works,tier_2,2021,1,USA,IL,Chicago,Midwest,Regional School District,Public,Healthcare,Labs,Maintenance,Design-Build,Awarded,2021-07-07,2021-10-14,2022-11-08,13,6014458,2280908.8,2724875.16,3733549.2,6179573.44,1865383.38,2154726.41,457767.89,1061356.32,221569.06,344136.22,74634.16,34,28,6,57.47,75.8,32458,-165115.44,-0.0275,-509251.66,-0.0847,-552333.04,-0.0918,1,1,0.81,USD
P0639,Quanta Svcs,tier_1,2025,1,Canada,ON,Toronto,Canada,Chicago city water dept.,Public,Data Centers,Hyperscale,Design-Build,EPC,Awarded,2025-09-07,2025-10-16,2026-07-13,9,23996068,9124183.55,13067399.7,14871884.45,21088175.83,5774694.59,8826676.06,1465708.41,2541113.19,1611275.1,718979.69,149728.78,64,47,17,42.01,41.7,137459,2907892.17,0.1212,2188912.48,0.0912,1875725.63,0.0782,2,0,1.0,USD
P0640,Comfort Sys USA,tier_1,2025,3,USA,VA,Ashburn,South,Dominion Energy,Private,Commercial,Office,Maintenance,Design-Build,Completed,2025-01-01,2025-03-16,2027-01-05,22,35343055,35343055.0,0.0,0.0,31541440.98,8550781.16,12514842.57,2119914.73,5107541.41,1496598.46,1405216.18,346546.48,131,83,48,35.76,55.21,239115,3801614.02,0.1076,2396397.83,0.0678,1999570.52,0.0566,4,0,1.0,USD
P0641,ATLANTIC FACILITY WORKS.,tier_2,2016,1,USA,VA,Ashburn,South,Kaiser Permanente,Private,Healthcare,Clinics,New Build,EPC,Awarded,2016-11-23,2017-01-02,2019-01-22,25,11827901,6467089.45,4878877.04,5360811.55,9546766.38,2736194.91,2891045.47,910353.75,1772787.92,625409.26,494085.93,116889.14,27,16,11,52.64,77.23,51979,2281134.62,0.1929,1787048.69,0.1511,1714909.96,0.145,3,0,1.0,USD
P0642,Midwest Industrial Services,tier_2,2023,4,USA,GA,Atlanta,South,Microsoft Data Center,Private,Data Centers,Enterprise,Expansion,EPC,Completed,2023-08-23,2023-11-02,2025-05-25,19,41326690,41326690.0,0.0,0.0,30539704.04,10969058.27,10828430.99,2298456.76,3284992.09,1682476.06,1183210.41,293079.47,56,41,15,51.15,62.67,214448,10786985.96,0.261,9603775.55,0.2324,9273474.06,0.2244,1,1,0.9,USD
P0643,Fluor Srvs,tier_1,2023,3,USA,GA,Atlanta,South,Municipal Client - Small,Private,Healthcare,Clinics,Maintenance,EPC,Awarded,2023-09-01,2023-09-16,2025-11-04,26,1792342,1270294.45,338483.2,522047.55,1421431.98,457083.59,396224.46,81214.93,302357.96,106163.4,43148.98,35238.66,21,14,7,47.15,50.31,9694,370910.02,0.2069,327761.04,0.1829,309218.17,0.1725,6,0,1.0,USD
P0644,Midwest Ind. Services,tier_2,2017,3,USA,CA,San Jose,West,small municipal client,Private,Industrial,Manufacturing,Retrofit,Cost-Plus,In Progress,2017-10-18,2017-12-07,2018-07-05,7,3443139,2637071.79,692583.69,806067.21,2725583.01,720894.15,1064194.64,229316.52,446311.57,123603.22,102675.42,38587.49,60,48,12,36.48,56.68,19761,717555.99,0.2084,614880.56,0.1786,573423.22,0.1665,6,0,1.0,USD
P0645,COASTAL ENERGY SYSTEMS.,tier_2,2020,2,USA,NY,New York,Northeast,Meta Platforms,Private,Data Centers,Enterprise,Retrofit,Cost-Plus,Awarded,2020-12-02,2021-03-07,2022-12-27,22,60354239,17801641.43,32151529.55,42552597.57,51626235.58,20062130.76,14425894.39,3266519.01,8563404.06,2304547.44,2415339.65,588400.26,11,8,3,58.22,72.04,344591,8728003.42,0.1446,6312663.77,0.1046,5783028.54,0.0958,4,0,1.0,USD
P0646,Midwest Industrial Services.,tier_2,2016,3,USA,CA,San Jose,West,Regional School District,Public,Data Centers,Enterprise,Retrofit,EPC,Awarded,2016-11-09,2017-02-17,2019-10-05,32,2284811,1184442.33,781499.33,1100368.67,2356712.42,777831.23,817171.43,120939.22,390900.43,131337.03,87653.74,30879.35,15,9,6,51.99,46.22,14961,-71901.42,-0.0315,-159555.16,-0.0698,-191770.39,-0.0839,1,0,1.0,USD
P0647,"Comfort Systems USA, Inc.",tier_1,2024,1,USA,NY,New York,Northeast,Regional School District,Public,Healthcare,Hospitals,Expansion,Cost-Plus,Completed,2024-06-02,2024-07-22,2025-08-16,13,10077586,10077586.0,0.0,0.0,9119310.56,2720362.66,2663063.38,573563.74,1846525.39,525980.1,563131.9,226683.39,72,55,17,49.62,48.09,54823,958275.44,0.0951,395143.55,0.0392,347482.48,0.0345,4,1,0.85,USD
P0648,Northeast plant services,tier_2,2020,3,USA,TX,Dallas,South,Amazon Web Services,Private,Healthcare,Clinics,Maintenance,Lump Sum,In Progress,2020-12-02,2021-02-07,2021-08-06,6,64436097,23939351.96,27596362.71,40496745.04,56896076.86,18824126.77,15154023.27,4729212.11,9455409.3,4132317.94,3150358.46,1450629.02,49,31,18,48.22,72.19,390380,7540020.14,0.117,4389661.68,0.0681,3553229.81,0.0551,2,0,1.0,USD
P0649,Mt View FM,tier_2,2020,2,USA,TX,Dallas,South,State of Texas DOT,Public,Commercial,Office,Maintenance,Cost-Plus,Completed,2020-09-27,2020-11-08,2022-05-02,18,14467859,14467859.0,0.0,0.0,11401407.8,4188565.77,3245847.14,738568.23,1618130.83,636079.51,798110.85,176105.48,30,20,10,51.43,74.93,81442,3066451.2,0.2119,2268340.35,0.1568,2131735.51,0.1473,5,1,0.65,USD
P0650,Pacific tech contractors,tier_2,2025,4,USA,IL,Chicago,Midwest,Regional School District,Public,Industrial,Warehouse,Expansion,EPC,Completed,2025-07-05,2025-07-25,2026-05-21,10,2099272,2099272.0,0.0,0.0,1980750.58,761749.64,637515.55,146243.32,233662.77,118447.19,55333.02,27799.1,32,20,12,46.78,77.93,16283,118521.42,0.0565,63188.4,0.0301,51023.38,0.0243,5,0,1.0,USD
P0651,ATLANTIC FACILITY WORKS.,tier_2,2016,2,USA,IL,Chicago,Midwest,Regional School District,Public,Commercial,Retail,Retrofit,EPC,In Progress,2016-07-13,2016-10-06,2019-04-24,31,1587245,594940.7,832312.77,992304.3,1466308.98,571708.9,455061.38,78203.27,163743.15,126623.01,46364.0,24605.27,47,32,15,33.59,40.42,17020,120936.02,0.0762,74572.02,0.047,63671.24,0.0401,5,1,0.46,USD
P0652,Midwest industrial services,tier_2,2020,3,USA,NY,New York,Northeast,Amazon Web Services,Private,Healthcare,Clinics,New Build,EPC,In Progress,2020-06-24,2020-09-22,2023-02-09,29,45594752,23808388.82,17884262.23,21786363.18,43216180.46,9430991.52,18216509.63,1159422.9,8426874.54,3136978.33,1952838.88,892564.65,21,16,5,47.2,50.54,199809,2378571.54,0.0522,425732.66,0.0093,9778.65,0.0002,4,0,1.0,USD
P0653,Tdindustries,tier_1,2020,1,USA,CA,San Jose,West,Commercial REIT Client,Private,Commercial,Retail,Expansion,Lump Sum,Awarded,2020-06-22,2020-07-23,2021-10-16,15,5432110,3569667.96,1339085.04,1862442.04,5030164.2,1152446.94,2099701.05,409798.11,766287.27,254672.05,255935.89,91322.88,92,73,19,53.8,50.46,21420,401945.8,0.074,146009.91,0.0269,83607.35,0.0154,5,0,1.0,USD
P0654,"Atlantic Facility Works, Inc.",tier_2,2025,2,USA,GA,Atlanta,South,Meta Platforms,Private,Healthcare,Clinics,New Build,Lump Sum,Completed,2025-08-10,2025-09-22,2026-11-16,14,32707584,32707584.0,0.0,0.0,31513221.16,9915485.82,13234134.83,1065123.02,4596801.21,1103000.77,1209488.24,389187.26,34,23,11,40.16,76.45,246899,1194362.84,0.0365,-15125.4,-0.0005,-404065.02,-0.0124,3,1,0.44,USD
P0655,IES HOLDINGS.,tier_1,2020,1,USA,TX,Dallas,South,Meta Platforms,Private,Infrastructure,Transportation,Expansion,EPC,In Progress,2020-01-21,2020-02-06,2021-12-27,23,71343625,26192818.57,42440048.79,45150806.43,59332111.59,16959662.76,17957355.37,4556751.4,12472798.83,3584617.14,2553248.82,1247677.28,100,61,39,46.67,43.45,363395,12011513.41,0.1684,9458264.59,0.1326,8622867.31,0.1209,2,0,1.0,USD
P0656,EMCOR Group,tier_1,2021,1,USA,GA,Atlanta,South,Chicago city water dept.,Public,Healthcare,Hospitals,Maintenance,Design-Build,In Progress,2021-04-18,2021-05-03,2022-08-26,16,20531368,8064101.73,11745141.2,12467266.27,17671307.49,7674589.62,4594177.79,595485.59,2707990.72,1291495.84,687238.87,120329.06,115,95,20,38.16,65.46,201116,2860060.51,0.1393,2172821.64,0.1058,2026811.22,0.0987,6,0,1.0,USD
P0657,ABM Tech Solns,tier_1,2020,1,USA,GA,Atlanta,South,Commercial REIT Client,Private,Infrastructure,Water/Wastewater,Maintenance,Design-Build,In Progress,2020-07-18,2020-09-22,2022-06-14,21,6439861,3737235.35,1732929.67,2702625.65,5350220.81,1461162.56,1619822.74,384772.4,1242666.77,373883.35,226598.38,41314.61,71,46,25,43.79,47.98,33367,1089640.19,0.1692,863041.81,0.134,773487.85,0.1201,1,1,0.67,USD
P0658,Southwest Mech.,tier_2,2023,4,USA,CA,San Jose,West,Meta Platforms,Private,Industrial,Warehouse,Design-Build,Cost-Plus,Awarded,2023-07-08,2023-08-07,2025-07-27,24,38554113,17858187.15,12830282.55,20695925.85,38156066.67,11640369.04,13894478.84,1351274.13,5752770.9,2789755.0,2130820.9,596597.86,33,27,6,34.79,74.41,334589,398046.33,0.0103,-1732774.57,-0.0449,-2235316.82,-0.058,5,1,0.35,USD
P0659,Coastal energy systems,tier_2,2018,1,Canada,ON,Toronto,Canada,Duke Energy.,Private,Industrial,Warehouse,Design-Build,Lump Sum,In Progress,2018-01-09,2018-03-20,2019-09-11,18,24824875,16862635.72,6909029.48,7962239.28,17075585.14,5088535.37,6070281.37,1534308.58,1915957.76,864580.2,1388497.53,213424.33,62,49,13,39.19,68.99,129842,7749289.86,0.3122,6360792.33,0.2562,6214078.36,0.2503,3,1,0.37,USD
P0660,emcor group,tier_1,2020,4,USA,IL,Chicago,Midwest,Municipal Client - Small,Private,Infrastructure,Energy,Retrofit,Design-Build,Completed,2020-11-13,2021-02-14,2022-12-06,22,5576481,5576481.0,0.0,0.0,4492732.35,1129916.09,1677172.98,342700.87,766332.98,250292.12,275435.06,50882.25,38,25,13,53.87,69.24,20974,1083748.65,0.1943,808313.59,0.145,750605.76,0.1346,4,0,1.0,USD
P0661,AECOM Building Services,tier_1,2022,3,USA,TX,Dallas,South,Small Municipal Client,Private,Data Centers,Colocation,Retrofit,EPC,Completed,2022-01-01,2022-01-18,2022-08-16,7,5446441,5446441.0,0.0,0.0,4249701.58,1344003.45,1794097.96,118086.47,396946.34,234263.15,228949.28,133354.93,115,75,40,52.28,56.95,25707,1196739.42,0.2197,967790.15,0.1777,936604.63,0.172,7,0,1.0,USD
P0662,mastec,tier_1,2017,1,USA,VA,Ashburn,South,Microsoft Data Center,Private,Industrial,Warehouse,Design-Build,Cost-Plus,Completed,2017-03-11,2017-03-29,2018-05-23,14,91387940,91387940.0,0.0,0.0,80401513.45,18949028.54,27987238.72,7250207.98,16854741.04,4649586.92,3295032.15,1415678.1,91,59,32,38.55,50.29,491544,10986426.55,0.1202,7691394.41,0.0842,6586414.27,0.0721,7,0,1.0,USD
P0663,MIDWEST INDUSTRIAL SVCS,tier_2,2018,1,USA,GA,Atlanta,South,Local Univ.,Private,Infrastructure,Transportation,Maintenance,Design-Build,Awarded,2018-09-06,2018-09-21,2019-04-19,7,12677931,10078249.15,2042131.15,2599681.85,8369058.44,2700543.29,2838264.99,494603.64,913802.82,502469.9,706338.05,213035.74,34,21,13,46.92,48.03,57556,4308872.56,0.3399,3602534.51,0.2842,3535091.58,0.2788,3,1,0.42,USD
P0664,Tdindustries,tier_1,2019,4,USA,NY,New York,Northeast,Meta Platforms,Private,Commercial,Retail,Retrofit,EPC,Completed,2019-01-25,2019-03-02,2019-12-27,10,80213822,80213822.0,0.0,0.0,63445309.66,22875008.96,21561258.72,5736079.89,6553426.74,3373775.81,1676607.87,1669151.66,31,20,11,55.58,73.68,411569,16768512.34,0.209,15091904.47,0.1881,14172573.62,0.1767,2,0,1.0,USD
P0665,Mountain View Facilities Mgmt,tier_2,2025,3,Canada,ON,Toronto,Canada,Kaiser Permanente,Private,Infrastructure,Transportation,Maintenance,Design-Build,Awarded,2025-06-01,2025-07-10,2027-05-01,22,32601988,18327507.52,13531349.96,14274480.48,27798918.58,7171975.78,11703872.06,1446248.18,4737179.43,1562067.83,756959.59,420615.71,6,4,2,53.22,59.01,134760,4803069.42,0.1473,4046109.84,0.1241,3708413.57,0.1137,2,1,0.92,USD
P0666,MIDWEST INDUSTRIAL SVCS,tier_2,2022,2,USA,GA,Atlanta,South,Regional School District,Public,Infrastructure,Transportation,New Build,EPC,Completed,2022-07-02,2022-09-05,2024-03-28,19,3861428,3861428.0,0.0,0.0,3316689.72,838958.92,1252756.71,182954.75,490002.37,301250.69,203603.45,47162.82,6,3,3,42.43,56.41,19772,544738.28,0.1411,341134.83,0.0883,304885.65,0.079,3,1,0.94,USD
P0667,ABM technical solutions,tier_1,2024,2,USA,NY,New York,Northeast,Amazon Web Services,Private,Infrastructure,Energy,Retrofit,Lump Sum,Completed,2024-01-30,2024-02-19,2026-09-06,31,68995553,68995553.0,0.0,0.0,61913077.93,17651450.64,18916761.74,4845447.26,13365233.63,3453986.12,2018939.18,1661259.36,114,93,21,56.17,65.96,314250,7082475.07,0.1027,5063535.9,0.0734,4656438.27,0.0675,5,0,1.0,USD
P0668,Heartland building services,tier_2,2024,3,USA,CA,San Jose,West,Dominion Energy,Private,Data Centers,Hyperscale,Maintenance,Design-Build,Awarded,2024-05-22,2024-08-23,2025-08-18,12,33081924,14542619.2,16739905.9,18539304.8,30219620.6,10069498.58,11973006.48,1564032.54,3449034.81,1166765.32,1519312.27,477970.59,46,34,12,52.41,53.91,192129,2862303.4,0.0865,1342991.13,0.0406,917028.04,0.0277,5,1,0.53,USD
P0669,Precision Electrical Contractors,tier_2,2017,2,Canada,ON,Toronto,Canada,Commercial REIT Client,Private,Data Centers,Colocation,Maintenance,Lump Sum,Completed,2017-04-25,2017-07-24,2018-01-20,6,7707623,7707623.0,0.0,0.0,7132733.66,1946764.03,2917085.71,314928.86,818362.03,585765.77,398145.19,151682.08,34,25,9,42.78,44.7,45506,574889.34,0.0746,176744.14,0.0229,112084.27,0.0145,4,1,0.8,USD
P0670,Pacific Tech Contractors,tier_2,2022,3,USA,NY,New York,Northeast,US General Services Administration,Public,Commercial,Hospitality,New Build,EPC,Awarded,2022-09-12,2022-11-08,2025-05-26,31,11495734,4206265.74,5145235.64,7289468.26,10923918.69,4250557.73,3332334.38,766617.23,1529633.76,419780.13,388191.46,236803.99,70,53,17,44.36,77.96,95819,571815.31,0.0497,183623.86,0.016,53010.81,0.0046,4,0,1.0,USD
P0671,Mountain View FM,tier_2,2018,4,USA,GA,Atlanta,South,Duke Energy,Private,Infrastructure,Energy,New Build,Lump Sum,In Progress,2018-02-17,2018-04-14,2020-04-03,24,35284611,16618276.45,15017159.89,18666334.55,39471231.96,13025626.7,13079642.88,1745973.58,6365687.95,2698136.96,1794157.54,762006.36,11,8,3,44.47,69.93,292908,-4186620.96,-0.1187,-5980778.5,-0.1695,-6488156.22,-0.1839,2,0,1.0,USD
P0672,Fluor Srvs,tier_1,2019,2,USA,IL,Chicago,Midwest,Kaiser Permanente,Private,Infrastructure,Energy,Expansion,Design-Build,In Progress,2019-04-28,2019-06-06,2021-09-23,28,46885873,26645809.91,14963995.81,20240063.09,40773509.22,12985606.86,12740225.3,1410229.33,8941102.07,2439296.88,1335388.21,921660.57,63,38,25,47.76,75.25,271892,6112363.78,0.1304,4776975.57,0.1019,4486487.73,0.0957,7,0,1.0,USD
P0673,COASTAL ENERGY SYSTEMS.,tier_2,2025,1,USA,TX,Dallas,South,TX Dept. of Transportation,Public,Infrastructure,Energy,Design-Build,EPC,In Progress,2025-10-12,2026-01-04,2027-08-27,20,5312529,4296965.88,847023.03,1015563.12,5497851.06,1438002.01,2163964.27,317780.2,1036590.9,219670.47,233063.22,88779.98,49,35,14,50.71,72.94,28357,-185322.06,-0.0349,-418385.28,-0.0788,-478102.23,-0.09,1,0,1.0,USD
P0674,Coastal Energy Systems,tier_2,2017,4,USA,CA,San Jose,West,Amazon Web Services,Private,Commercial,Hospitality,Expansion,EPC,In Progress,2017-08-16,2017-09-24,2019-12-13,27,17058264,11696601.22,4332577.34,5361662.78,14577955.63,3431612.2,6551647.45,1349636.39,1558763.46,809619.36,483956.56,392720.2,43,27,16,34.63,65.38,99093,2480308.37,0.1454,1996351.81,0.117,1830433.04,0.1073,2,1,0.81,USD
